Date,Type,Block,Street,Story,Area,Model  ,LeaseBegin,LeaseRemaining(in months),ResalePrice
2022-03,4 ROOM,9,PUNGGOL FIELD,07 TO 09,93,Premium Apartment,2013,1078,550000
2022-08,5 ROOM,9,PUNGGOL FIELD,10 TO 12,113,Premium Apartment,2013,1074,690000
2022-01,4 ROOM,9,PUNGGOL FIELD,10 TO 12,99,Premium Apartment,2013,1080,628888
2022-03,4 ROOM,9,PUNGGOL FIELD,10 TO 12,97,Premium Apartment,2013,1078,640000
2022-04,4 ROOM,9,PUNGGOL FIELD,07 TO 09,99,Premium Apartment,2013,1078,606888
2022-10,4 ROOM,9,PUNGGOL FIELD,01 TO 03,97,Premium Apartment,2013,1072,555000
2022-01,4 ROOM,9,PUNGGOL FIELD,13 TO 15,93,Premium Apartment,2013,1080,536888
2022-01,4 ROOM,9,PUNGGOL FIELD,04 TO 06,93,Premium Apartment,2013,1081,550000
2022-06,4 ROOM,9,PUNGGOL FIELD,04 TO 06,93,Premium Apartment,2013,1076,548000
2022-06,4 ROOM,9,PUNGGOL FIELD,13 TO 15,96,Premium Apartment,2013,1076,588000
2022-12,4 ROOM,9,PUNGGOL FIELD,13 TO 15,99,Premium Apartment,2013,1070,679888
2022-02,4 ROOM,9,PUNGGOL FIELD,13 TO 15,95,Premium Apartment,2013,1079,620000
2022-02,4 ROOM,9,PUNGGOL FIELD,10 TO 12,95,Premium Apartment,2013,1079,570000
2022-03,4 ROOM,9,PUNGGOL FIELD,10 TO 12,93,Premium Apartment,2013,1079,557000
2022-05,4 ROOM,9,PUNGGOL FIELD,07 TO 09,99,Premium Apartment,2013,1076,623888
2022-07,4 ROOM,9,PUNGGOL FIELD,10 TO 12,99,Premium Apartment,2013,1075,648888
2022-07,5 ROOM,9,PUNGGOL FIELD,07 TO 09,112,Premium Apartment,2013,1074,688000
2022-04,5 ROOM,9,PUNGGOL FIELD,10 TO 12,112,Premium Apartment,2013,1078,720000
2022-09,4 ROOM,9,PUNGGOL FIELD,07 TO 09,97,Premium Apartment,2013,1073,658888
2022-11,4 ROOM,9,PUNGGOL FIELD,04 TO 06,93,Premium Apartment,2013,1072,610000
2022-12,4 ROOM,9,PUNGGOL FIELD,13 TO 15,97,Premium Apartment,2013,1071,672000
2022-12,4 ROOM,9,PUNGGOL FIELD,07 TO 09,93,Premium Apartment,2013,1070,607000
2022-12,4 ROOM,9,PUNGGOL FIELD,10 TO 12,93,Premium Apartment,2013,1070,600000
2022-12,4 ROOM,9,PUNGGOL FIELD,10 TO 12,97,Premium Apartment,2013,1069,668000
2022-01,4 ROOM,9,PUNGGOL FIELD,13 TO 15,93,Premium Apartment,2013,1081,565000
2022-02,4 ROOM,9,PUNGGOL FIELD,10 TO 12,95,Premium Apartment,2013,1080,580000
2022-04,4 ROOM,9,PUNGGOL FIELD,13 TO 15,96,Premium Apartment,2013,1077,595000
2022-07,4 ROOM,9,PUNGGOL FIELD,07 TO 09,99,Premium Apartment,2013,1075,660000
2022-10,4 ROOM,9,PUNGGOL FIELD,04 TO 06,96,Premium Apartment,2013,1072,610000
2022-10,4 ROOM,9,PUNGGOL FIELD,07 TO 09,93,Premium Apartment,2013,1072,628000
2022-11,4 ROOM,9,PUNGGOL FIELD,13 TO 15,97,Premium Apartment,2013,1071,680000
2022-12,4 ROOM,9,PUNGGOL FIELD,04 TO 06,93,Premium Apartment,2013,1071,570000
2022-01,4 ROOM,9,PUNGGOL FIELD,04 TO 06,96,Premium Apartment,2013,1081,560888
2022-06,4 ROOM,9,PUNGGOL FIELD,07 TO 09,96,Premium Apartment,2013,1076,563000
2022-06,5 ROOM,9,PUNGGOL FIELD,10 TO 12,112,Premium Apartment,2013,1075,748000
2022-10,4 ROOM,9,PUNGGOL FIELD,01 TO 03,93,Premium Apartment,2013,1072,560000
2022-12,4 ROOM,9,PUNGGOL FIELD,13 TO 15,99,Premium Apartment,2013,1071,680000
2022-01,5 ROOM,9,PUNGGOL FIELD,13 TO 15,112,Premium Apartment,2013,1081,758000
2022-04,5 ROOM,9,PUNGGOL FIELD,13 TO 15,112,Premium Apartment,2013,1078,770000
2022-04,5 ROOM,9,PUNGGOL FIELD,07 TO 09,112,Premium Apartment,2013,1078,730000
2022-06,4 ROOM,9,PUNGGOL FIELD,10 TO 12,93,Premium Apartment,2013,1076,600000
2022-07,4 ROOM,9,PUNGGOL FIELD,13 TO 15,97,Premium Apartment,2013,1075,650000
2022-09,5 ROOM,9,PUNGGOL FIELD,13 TO 15,112,Premium Apartment,2013,1073,770000
2022-10,5 ROOM,9,PUNGGOL FIELD,07 TO 09,115,Premium Apartment,2013,1072,772000
2022-11,4 ROOM,9,PUNGGOL FIELD,01 TO 03,93,Premium Apartment,2013,1071,530000
2022-10,4 ROOM,9,PUNGGOL FIELD,07 TO 09,97,Premium Apartment,2013,1072,670000
2022-02,5 ROOM,9,PUNGGOL FIELD,07 TO 09,113,Premium Apartment,2013,1079,750000
2022-05,5 ROOM,9,PUNGGOL FIELD,07 TO 09,113,Premium Apartment,2013,1077,780000
2022-06,5 ROOM,9,PUNGGOL FIELD,13 TO 15,116,Premium Apartment,2013,1076,725000
2022-06,5 ROOM,9,PUNGGOL FIELD,07 TO 09,115,Premium Apartment,2013,1076,709000
2022-07,5 ROOM,9,PUNGGOL FIELD,07 TO 09,113,Premium Apartment,2013,1075,725000
2022-09,5 ROOM,9,PUNGGOL FIELD,04 TO 06,113,Premium Apartment,2013,1073,725000
2022-10,5 ROOM,9,PUNGGOL FIELD,16 TO 18,113,Premium Apartment,2013,1072,868000
2022-06,4 ROOM,13,PUNGGOL WALK,01 TO 03,93,Premium Apartment,2014,1091,530000
2022-09,4 ROOM,13,PUNGGOL WALK,01 TO 03,93,Premium Apartment,2014,1088,565000
2022-10,4 ROOM,13,PUNGGOL WALK,16 TO 18,93,Premium Apartment,2014,1087,660000
2022-12,4 ROOM,13,PUNGGOL WALK,10 TO 12,93,Premium Apartment,2014,1086,635000
2022-07,4 ROOM,13,PUNGGOL WALK,07 TO 09,94,Premium Apartment,2014,1089,630000
2022-08,4 ROOM,13,PUNGGOL WALK,07 TO 09,93,Premium Apartment,2014,1089,615000
2022-08,4 ROOM,13,PUNGGOL WALK,01 TO 03,94,Premium Apartment,2014,1089,585000
2022-04,4 ROOM,13,PUNGGOL WALK,16 TO 18,93,Premium Apartment,2014,1092,640000
2022-05,4 ROOM,13,PUNGGOL WALK,10 TO 12,93,Premium Apartment,2014,1092,618000
2022-11,4 ROOM,13,PUNGGOL WALK,01 TO 03,93,Premium Apartment,2014,1086,515000
2022-11,5 ROOM,13,PUNGGOL WALK,07 TO 09,116,Premium Apartment,2014,1086,963800
2022-02,5 ROOM,13,PUNGGOL WALK,04 TO 06,116,Premium Apartment,2014,1094,695000
2022-06,5 ROOM,13,PUNGGOL WALK,07 TO 09,116,Premium Apartment,2014,1090,800000
2022-12,5 ROOM,13,PUNGGOL WALK,07 TO 09,116,Premium Apartment,2014,1085,815888
2022-03,4 ROOM,13,PUNGGOL WALK,01 TO 03,94,Premium Apartment,2014,1093,518888
2022-09,4 ROOM,13,PUNGGOL WALK,04 TO 06,94,Premium Apartment,2014,1088,645000
2022-11,5 ROOM,13,PUNGGOL WALK,10 TO 12,116,Premium Apartment,2014,1086,828888
2022-02,4 ROOM,13,PUNGGOL WALK,13 TO 15,93,Premium Apartment,2014,1095,615000
2022-04,4 ROOM,13,PUNGGOL WALK,10 TO 12,93,Premium Apartment,2014,1092,640000
2022-07,4 ROOM,13,PUNGGOL WALK,04 TO 06,93,Premium Apartment,2014,1090,575000
2022-01,4 ROOM,11,PUNGGOL PL,04 TO 06,93,Premium Apartment,2013,1086,540000
2022-02,4 ROOM,11,PUNGGOL PL,13 TO 15,93,Premium Apartment,2013,1085,592000
2022-08,4 ROOM,11,PUNGGOL PL,16 TO 18,96,Premium Apartment,2013,1080,666600
2022-12,4 ROOM,11,PUNGGOL PL,07 TO 09,96,Premium Apartment,2013,1076,650000
2022-10,4 ROOM,11,PUNGGOL PL,13 TO 15,93,Premium Apartment,2013,1078,650000
2022-07,4 ROOM,11,PUNGGOL PL,04 TO 06,93,Premium Apartment,2013,1081,578000
2022-07,5 ROOM,11,PUNGGOL PL,10 TO 12,113,Premium Apartment,2013,1080,762000
2022-01,4 ROOM,11,PUNGGOL PL,07 TO 09,93,Premium Apartment,2013,1086,585000
2022-03,4 ROOM,11,PUNGGOL PL,07 TO 09,96,Premium Apartment,2013,1085,610000
2022-05,4 ROOM,11,PUNGGOL PL,04 TO 06,96,Premium Apartment,2013,1082,580000
2022-10,4 ROOM,11,PUNGGOL PL,13 TO 15,93,Premium Apartment,2013,1078,688000
2022-02,4 ROOM,11,PUNGGOL PL,07 TO 09,93,Premium Apartment,2013,1085,580000
2022-03,4 ROOM,11,PUNGGOL PL,04 TO 06,93,Premium Apartment,2013,1085,560000
2022-08,4 ROOM,11,PUNGGOL PL,13 TO 15,93,Premium Apartment,2013,1080,645000
2022-09,4 ROOM,11,PUNGGOL PL,13 TO 15,94,Premium Apartment,2013,1079,680000
2022-03,4 ROOM,11,PUNGGOL PL,07 TO 09,93,Premium Apartment,2013,1084,588000
2022-05,5 ROOM,11,PUNGGOL PL,04 TO 06,113,Premium Apartment,2013,1083,690000
2022-06,4 ROOM,11,PUNGGOL PL,07 TO 09,93,Premium Apartment,2013,1082,615000
2022-06,4 ROOM,11,PUNGGOL PL,13 TO 15,93,Premium Apartment,2013,1082,650000
2022-07,4 ROOM,11,PUNGGOL PL,10 TO 12,93,Premium Apartment,2013,1081,632000
2022-09,4 ROOM,11,PUNGGOL PL,13 TO 15,94,Premium Apartment,2013,1079,656000
2022-09,4 ROOM,11,PUNGGOL PL,07 TO 09,94,Premium Apartment,2013,1079,600000
2022-02,4 ROOM,11,PUNGGOL PL,04 TO 06,96,Premium Apartment,2013,1086,595000
2022-03,4 ROOM,11,PUNGGOL PL,01 TO 03,93,Premium Apartment,2013,1085,515000
2022-04,4 ROOM,11,PUNGGOL PL,07 TO 09,93,Premium Apartment,2013,1084,550000
2022-05,4 ROOM,11,PUNGGOL PL,16 TO 18,93,Premium Apartment,2013,1082,625000
2022-08,4 ROOM,11,PUNGGOL PL,13 TO 15,96,Premium Apartment,2013,1079,650000
2022-09,4 ROOM,11,PUNGGOL PL,13 TO 15,93,Premium Apartment,2013,1079,660000
2022-10,4 ROOM,24,PUNGGOL PL,16 TO 18,96,Premium Apartment,2013,1074,655888
2022-11,5 ROOM,24,PUNGGOL PL,04 TO 06,116,Premium Apartment,2013,1073,770000
2022-02,4 ROOM,24,PUNGGOL PL,04 TO 06,99,Premium Apartment,2013,1081,538000
2022-05,4 ROOM,24,PUNGGOL PL,13 TO 15,96,Premium Apartment,2013,1079,605000
2022-07,3 ROOM,24,PUNGGOL PL,16 TO 18,71,Premium Apartment,2013,1077,475000
2022-10,4 ROOM,24,PUNGGOL PL,10 TO 12,96,Premium Apartment,2013,1074,600000
2022-01,4 ROOM,24,PUNGGOL PL,01 TO 03,95,Premium Apartment,2013,1083,505000
2022-03,4 ROOM,24,PUNGGOL PL,13 TO 15,98,Premium Apartment,2013,1080,586888
2022-04,4 ROOM,24,PUNGGOL PL,16 TO 18,96,Premium Apartment,2013,1080,588000
2022-06,4 ROOM,24,PUNGGOL PL,10 TO 12,98,Premium Apartment,2013,1078,600000
2022-07,4 ROOM,24,PUNGGOL PL,01 TO 03,98,Premium Apartment,2013,1077,555000
2022-12,4 ROOM,24,PUNGGOL PL,01 TO 03,98,Premium Apartment,2013,1072,595000
2022-03,4 ROOM,11,PUNGGOL PL,10 TO 12,97,Premium Apartment,2013,1081,601000
2022-06,4 ROOM,11,PUNGGOL PL,04 TO 06,95,Premium Apartment,2013,1078,580000
2022-02,4 ROOM,11,PUNGGOL PL,13 TO 15,99,Premium Apartment,2013,1082,590000
2022-06,4 ROOM,11,PUNGGOL PL,16 TO 18,96,Premium Apartment,2013,1077,625000
2022-12,4 ROOM,11,PUNGGOL PL,04 TO 06,95,Premium Apartment,2013,1072,595000
2022-12,4 ROOM,11,PUNGGOL PL,01 TO 03,96,Premium Apartment,2013,1072,500000
2022-01,5 ROOM,11,PUNGGOL PL,10 TO 12,116,Premium Apartment,2013,1082,728000
2022-02,5 ROOM,11,PUNGGOL PL,04 TO 06,115,Premium Apartment,2013,1081,640000
2022-07,5 ROOM,11,PUNGGOL PL,07 TO 09,111,Premium Apartment,2013,1077,725000
2022-09,4 ROOM,11,PUNGGOL PL,07 TO 09,96,Premium Apartment,2013,1075,607888
2022-09,5 ROOM,11,PUNGGOL PL,10 TO 12,116,Premium Apartment,2013,1075,805000
2022-09,5 ROOM,11,PUNGGOL PL,13 TO 15,112,Premium Apartment,2013,1074,750000
2022-07,5 ROOM,11,PUNGGOL PL,16 TO 18,112,Premium Apartment,2013,1077,768000
2022-12,5 ROOM,11,PUNGGOL PL,04 TO 06,116,Premium Apartment,2013,1072,765888
2022-02,4 ROOM,20,PUNGGOL CTRL,10 TO 12,93,Premium Apartment,2010,1051,545000
2022-04,4 ROOM,20,PUNGGOL CTRL,07 TO 09,93,Premium Apartment,2010,1048,558000
2022-04,4 ROOM,20,PUNGGOL CTRL,16 TO 18,93,Premium Apartment,2010,1048,605000
2022-01,4 ROOM,11,PUNGGOL PL,04 TO 06,93,Premium Apartment,2011,1059,520000
2022-02,4 ROOM,11,PUNGGOL PL,13 TO 15,93,Premium Apartment,2011,1057,580000
2022-05,4 ROOM,11,PUNGGOL PL,10 TO 12,93,Premium Apartment,2011,1055,585000
2022-02,4 ROOM,11,PUNGGOL PL,01 TO 03,93,Premium Apartment,2011,1058,502888
2022-06,4 ROOM,11,PUNGGOL PL,13 TO 15,94,Premium Apartment,2011,1053,598000
2022-07,4 ROOM,11,PUNGGOL PL,16 TO 18,93,Premium Apartment,2011,1053,593000
2022-09,4 ROOM,11,PUNGGOL PL,07 TO 09,93,Premium Apartment,2011,1050,585000
2022-01,4 ROOM,11,PUNGGOL PL,07 TO 09,93,Premium Apartment,2011,1059,540000
2022-12,4 ROOM,11,PUNGGOL PL,10 TO 12,93,Premium Apartment,2011,1047,620000
2022-03,4 ROOM,11,PUNGGOL PL,04 TO 06,93,Premium Apartment,2011,1057,555888
2022-05,4 ROOM,11,PUNGGOL PL,13 TO 15,93,Premium Apartment,2011,1055,610000
2022-08,4 ROOM,11,PUNGGOL PL,01 TO 03,93,Premium Apartment,2011,1052,545000
2022-03,4 ROOM,11,PUNGGOL PL,04 TO 06,94,Premium Apartment,2011,1057,560000
2022-05,4 ROOM,11,PUNGGOL PL,13 TO 15,93,Premium Apartment,2011,1055,590000
2022-11,4 ROOM,11,PUNGGOL PL,01 TO 03,94,Premium Apartment,2011,1049,570000
2022-12,4 ROOM,11,PUNGGOL PL,04 TO 06,93,Premium Apartment,2011,1048,572888
2022-07,4 ROOM,20,PUNGGOL CTRL,07 TO 09,93,Premium Apartment,2010,1045,565000
2022-10,4 ROOM,20,PUNGGOL CTRL,07 TO 09,93,Premium Apartment,2010,1042,612000
2022-12,4 ROOM,20,PUNGGOL CTRL,10 TO 12,93,Premium Apartment,2010,1040,610000
2022-06,4 ROOM,20,PUNGGOL CTRL,01 TO 03,93,Premium Apartment,2010,1046,485000
2022-11,4 ROOM,20,PUNGGOL CTRL,10 TO 12,94,Premium Apartment,2010,1041,590000
2022-12,4 ROOM,20,PUNGGOL CTRL,13 TO 15,93,Premium Apartment,2010,1040,605000
2022-06,4 ROOM,20,PUNGGOL CTRL,07 TO 09,93,Premium Apartment,2010,1046,655000
2022-06,4 ROOM,20,PUNGGOL CTRL,01 TO 03,93,Premium Apartment,2010,1046,512888
2022-01,4 ROOM,11,PUNGGOL PL,13 TO 15,93,Premium Apartment,2011,1058,575000
2022-05,3 ROOM,12,PUNGGOL RD,13 TO 15,70,Premium Apartment,2012,1070,470888
2022-06,4 ROOM,12,PUNGGOL RD,13 TO 15,95,Premium Apartment,2012,1070,610000
2022-03,4 ROOM,12,PUNGGOL DR,16 TO 18,95,Premium Apartment,2012,1073,675000
2022-03,4 ROOM,12,PUNGGOL DR,07 TO 09,97,Premium Apartment,2012,1072,610000
2022-06,4 ROOM,12,PUNGGOL DR,13 TO 15,93,Premium Apartment,2012,1069,600000
2022-10,4 ROOM,12,PUNGGOL DR,07 TO 09,97,Premium Apartment,2012,1066,680000
2022-12,4 ROOM,12,PUNGGOL DR,13 TO 15,97,Premium Apartment,2012,1064,700000
2022-04,4 ROOM,11,PUNGGOL PL,01 TO 03,93,Premium Apartment,2012,1071,518000
2022-08,4 ROOM,11,PUNGGOL PL,13 TO 15,97,Premium Apartment,2012,1068,670000
2022-09,4 ROOM,11,PUNGGOL PL,04 TO 06,93,Premium Apartment,2012,1067,558000
2022-09,4 ROOM,11,PUNGGOL PL,04 TO 06,97,Premium Apartment,2012,1067,550000
2022-09,4 ROOM,11,PUNGGOL PL,01 TO 03,97,Premium Apartment,2012,1066,530000
2022-01,4 ROOM,11,PUNGGOL PL,13 TO 15,93,Premium Apartment,2012,1074,555000
2022-03,4 ROOM,11,PUNGGOL PL,04 TO 06,93,Premium Apartment,2012,1073,580000
2022-03,4 ROOM,11,PUNGGOL PL,04 TO 06,97,Premium Apartment,2012,1073,550000
2022-04,4 ROOM,11,PUNGGOL PL,07 TO 09,96,Premium Apartment,2012,1071,628000
2022-07,4 ROOM,11,PUNGGOL PL,10 TO 12,93,Premium Apartment,2012,1069,638888
2022-12,4 ROOM,11,PUNGGOL PL,04 TO 06,97,Premium Apartment,2012,1064,600000
2022-04,3 ROOM,11,PUNGGOL PL,07 TO 09,69,Premium Apartment,2012,1071,470000
2022-07,4 ROOM,11,PUNGGOL PL,07 TO 09,97,Premium Apartment,2012,1069,625000
2022-08,4 ROOM,11,PUNGGOL PL,01 TO 03,93,Premium Apartment,2012,1068,510000
2022-08,4 ROOM,11,PUNGGOL PL,04 TO 06,95,Premium Apartment,2012,1067,618888
2022-09,4 ROOM,11,PUNGGOL PL,04 TO 06,97,Premium Apartment,2012,1067,650000
2022-12,3 ROOM,11,PUNGGOL PL,07 TO 09,67,Premium Apartment,2012,1064,488000
2022-01,4 ROOM,12,PUNGGOL DR,04 TO 06,93,Premium Apartment,2012,1075,545000
2022-03,4 ROOM,12,PUNGGOL DR,10 TO 12,97,Premium Apartment,2012,1073,610000
2022-05,4 ROOM,12,PUNGGOL DR,01 TO 03,96,Premium Apartment,2012,1070,535000
2022-07,4 ROOM,12,PUNGGOL DR,07 TO 09,96,Premium Apartment,2012,1069,668888
2022-01,4 ROOM,13,PUNGGOL WALK,10 TO 12,92,Premium Apartment,2016,1119,608000
2022-01,4 ROOM,13,PUNGGOL WALK,04 TO 06,92,Premium Apartment,2016,1119,538888
2022-01,4 ROOM,13,PUNGGOL WALK,04 TO 06,92,Premium Apartment,2016,1118,575000
2022-03,4 ROOM,13,PUNGGOL WALK,10 TO 12,92,Premium Apartment,2016,1117,600000
2022-03,5 ROOM,13,PUNGGOL WALK,13 TO 15,112,Premium Apartment,2016,1116,755000
2022-04,3 ROOM,13,PUNGGOL WALK,07 TO 09,67,Premium Apartment,2016,1116,465000
2022-04,4 ROOM,13,PUNGGOL WALK,13 TO 15,92,Premium Apartment,2016,1116,618000
2022-04,5 ROOM,13,PUNGGOL WALK,01 TO 03,112,Premium Apartment,2016,1115,670000
2022-04,5 ROOM,13,PUNGGOL WALK,04 TO 06,112,Premium Apartment,2016,1115,670000
2022-05,3 ROOM,13,PUNGGOL WALK,16 TO 18,67,Premium Apartment,2016,1115,468888
2022-05,4 ROOM,13,PUNGGOL WALK,10 TO 12,92,Premium Apartment,2016,1115,610888
2022-06,4 ROOM,13,PUNGGOL WALK,10 TO 12,92,Premium Apartment,2016,1114,610000
2022-06,4 ROOM,13,PUNGGOL WALK,01 TO 03,92,Premium Apartment,2016,1114,576500
2022-06,4 ROOM,13,PUNGGOL WALK,13 TO 15,92,Premium Apartment,2016,1113,618000
2022-06,5 ROOM,13,PUNGGOL WALK,01 TO 03,112,Premium Apartment,2016,1114,655000
2022-08,4 ROOM,13,PUNGGOL WALK,07 TO 09,92,Premium Apartment,2016,1112,590000
2022-09,4 ROOM,13,PUNGGOL WALK,04 TO 06,92,Premium Apartment,2016,1111,585000
2022-09,5 ROOM,13,PUNGGOL WALK,07 TO 09,112,Premium Apartment,2016,1111,758000
2022-10,4 ROOM,13,PUNGGOL WALK,01 TO 03,92,Premium Apartment,2016,1110,575000
2022-10,4 ROOM,13,PUNGGOL WALK,07 TO 09,92,Premium Apartment,2016,1110,618000
2022-10,4 ROOM,13,PUNGGOL WALK,04 TO 06,92,Premium Apartment,2016,1109,605000
2022-10,5 ROOM,13,PUNGGOL WALK,04 TO 06,112,Premium Apartment,2016,1110,770000
2022-11,4 ROOM,13,PUNGGOL WALK,04 TO 06,92,Premium Apartment,2016,1109,608000
2022-11,4 ROOM,13,PUNGGOL WALK,10 TO 12,92,Premium Apartment,2016,1109,658000
2022-11,5 ROOM,13,PUNGGOL WALK,10 TO 12,112,Premium Apartment,2016,1109,805000
2022-12,4 ROOM,13,PUNGGOL WALK,13 TO 15,92,Premium Apartment,2016,1108,645000
2022-01,4 ROOM,13,PUNGGOL WALK,07 TO 09,92,Premium Apartment,2016,1118,562500
2022-01,4 ROOM,13,PUNGGOL WALK,07 TO 09,92,Premium Apartment,2016,1119,545000
2022-01,4 ROOM,13,PUNGGOL WALK,13 TO 15,92,Premium Apartment,2016,1118,590888
2022-01,5 ROOM,13,PUNGGOL WALK,10 TO 12,112,Premium Apartment,2016,1119,710000
2022-03,5 ROOM,13,PUNGGOL WALK,04 TO 06,112,Premium Apartment,2016,1116,705000
2022-04,4 ROOM,13,PUNGGOL WALK,13 TO 15,92,Premium Apartment,2016,1116,595000
2022-04,4 ROOM,13,PUNGGOL WALK,04 TO 06,92,Premium Apartment,2016,1115,550000
2022-05,4 ROOM,13,PUNGGOL WALK,10 TO 12,92,Premium Apartment,2016,1115,603000
2022-06,5 ROOM,13,PUNGGOL WALK,04 TO 06,112,Premium Apartment,2016,1114,720000
2022-06,5 ROOM,13,PUNGGOL WALK,07 TO 09,112,Premium Apartment,2016,1114,678888
2022-07,5 ROOM,13,PUNGGOL WALK,13 TO 15,112,Premium Apartment,2016,1112,715000
2022-08,4 ROOM,13,PUNGGOL WALK,10 TO 12,92,Premium Apartment,2016,1112,595000
2022-08,5 ROOM,13,PUNGGOL WALK,01 TO 03,112,Premium Apartment,2016,1112,665000
2022-09,5 ROOM,13,PUNGGOL WALK,10 TO 12,112,Premium Apartment,2016,1111,743888
2022-11,4 ROOM,13,PUNGGOL WALK,07 TO 09,92,Premium Apartment,2016,1109,610000
2022-01,4 ROOM,13,PUNGGOL WALK,07 TO 09,92,Premium Apartment,2016,1119,580000
2022-02,3 ROOM,13,PUNGGOL WALK,04 TO 06,67,Premium Apartment,2016,1118,410000
2022-03,4 ROOM,13,PUNGGOL WALK,01 TO 03,92,Premium Apartment,2016,1117,500000
2022-03,5 ROOM,13,PUNGGOL WALK,07 TO 09,112,Premium Apartment,2016,1117,723000
2022-04,4 ROOM,13,PUNGGOL WALK,13 TO 15,92,Premium Apartment,2016,1115,585000
2022-04,5 ROOM,13,PUNGGOL WALK,07 TO 09,112,Premium Apartment,2016,1116,738800
2022-04,5 ROOM,13,PUNGGOL WALK,07 TO 09,112,Premium Apartment,2016,1115,705000
2022-06,4 ROOM,13,PUNGGOL WALK,10 TO 12,92,Premium Apartment,2016,1114,612888
2022-06,4 ROOM,13,PUNGGOL WALK,10 TO 12,92,Premium Apartment,2016,1114,595000
2022-06,5 ROOM,13,PUNGGOL WALK,07 TO 09,112,Premium Apartment,2016,1113,738000
2022-07,4 ROOM,13,PUNGGOL WALK,16 TO 18,92,Premium Apartment,2016,1113,616888
2022-07,5 ROOM,13,PUNGGOL WALK,01 TO 03,112,Premium Apartment,2016,1112,630000
2022-08,5 ROOM,13,PUNGGOL WALK,16 TO 18,112,Premium Apartment,2016,1112,785000
2022-09,4 ROOM,13,PUNGGOL WALK,16 TO 18,92,Premium Apartment,2016,1111,640000
2022-09,5 ROOM,13,PUNGGOL WALK,01 TO 03,112,Premium Apartment,2016,1111,650000
2022-10,3 ROOM,13,PUNGGOL WALK,16 TO 18,67,Premium Apartment,2016,1110,498000
2022-10,3 ROOM,13,PUNGGOL WALK,07 TO 09,67,Premium Apartment,2016,1110,469888
2022-10,4 ROOM,13,PUNGGOL WALK,07 TO 09,92,Premium Apartment,2016,1110,623000
2022-11,3 ROOM,13,PUNGGOL WALK,07 TO 09,67,Premium Apartment,2016,1109,450000
2022-11,4 ROOM,13,PUNGGOL WALK,13 TO 15,92,Premium Apartment,2016,1110,578888
2022-11,5 ROOM,13,PUNGGOL WALK,10 TO 12,112,Premium Apartment,2016,1109,800000
2022-11,5 ROOM,13,PUNGGOL WALK,10 TO 12,112,Premium Apartment,2016,1109,818000
2022-11,5 ROOM,13,PUNGGOL WALK,10 TO 12,112,Premium Apartment,2016,1109,760000
2022-01,4 ROOM,13,PUNGGOL WALK,01 TO 03,92,Premium Apartment,2016,1122,532000
2022-01,4 ROOM,13,PUNGGOL WALK,10 TO 12,92,Premium Apartment,2016,1122,545000
2022-01,5 ROOM,13,PUNGGOL WALK,04 TO 06,112,Premium Apartment,2016,1122,680000
2022-03,5 ROOM,13,PUNGGOL WALK,07 TO 09,112,Premium Apartment,2016,1119,725000
2022-04,4 ROOM,13,PUNGGOL WALK,13 TO 15,92,Premium Apartment,2016,1118,578000
2022-04,5 ROOM,13,PUNGGOL WALK,07 TO 09,112,Premium Apartment,2016,1119,752000
2022-05,4 ROOM,13,PUNGGOL WALK,01 TO 03,92,Premium Apartment,2016,1118,548000
2022-07,4 ROOM,13,PUNGGOL WALK,01 TO 03,92,Premium Apartment,2016,1116,513000
2022-08,3 ROOM,13,PUNGGOL WALK,13 TO 15,67,Premium Apartment,2016,1115,475000
2022-09,4 ROOM,13,PUNGGOL WALK,01 TO 03,92,Premium Apartment,2016,1114,570000
2022-09,4 ROOM,13,PUNGGOL WALK,07 TO 09,92,Premium Apartment,2016,1114,610000
2022-09,5 ROOM,13,PUNGGOL WALK,07 TO 09,112,Premium Apartment,2016,1114,768000
2022-10,4 ROOM,13,PUNGGOL WALK,13 TO 15,92,Premium Apartment,2016,1113,618000
2022-10,5 ROOM,13,PUNGGOL WALK,07 TO 09,112,Premium Apartment,2016,1113,785000
2022-11,4 ROOM,13,PUNGGOL WALK,13 TO 15,92,Premium Apartment,2016,1112,618000
2022-01,4 ROOM,13,PUNGGOL WALK,07 TO 09,92,Premium Apartment,2016,1122,545000
2022-01,5 ROOM,13,PUNGGOL WALK,04 TO 06,112,Premium Apartment,2016,1122,638888
2022-02,4 ROOM,13,PUNGGOL WALK,16 TO 18,92,Premium Apartment,2016,1121,618000
2022-02,5 ROOM,13,PUNGGOL WALK,13 TO 15,112,Premium Apartment,2016,1120,750000
2022-03,5 ROOM,13,PUNGGOL WALK,10 TO 12,112,Premium Apartment,2016,1120,690000
2022-03,5 ROOM,13,PUNGGOL WALK,01 TO 03,112,Premium Apartment,2016,1119,640000
2022-04,4 ROOM,13,PUNGGOL WALK,04 TO 06,92,Premium Apartment,2016,1119,555000
2022-05,4 ROOM,13,PUNGGOL WALK,16 TO 18,92,Premium Apartment,2016,1118,580000
2022-05,4 ROOM,13,PUNGGOL WALK,10 TO 12,92,Premium Apartment,2016,1118,595000
2022-05,4 ROOM,13,PUNGGOL WALK,13 TO 15,92,Premium Apartment,2016,1118,560000
2022-05,4 ROOM,13,PUNGGOL WALK,07 TO 09,92,Premium Apartment,2016,1117,590000
2022-06,3 ROOM,13,PUNGGOL WALK,01 TO 03,67,Premium Apartment,2016,1116,428000
